sku,manufacturer,name,categories,url_path,price,weight,product_weight,short_description,description,features,gallery,image,small_image,thumbnail,color,dimensions,ship_depth,ship_width,ship_height,enabled,websites,qty
17214,Safety 1st,Steady Grip Nail Clipper,Infant Health,/infant-health/steady-grip-nail-clipper,5.99,0.06,,Ergonomic designed nail clippers for ease of use.,The premium Hospital's Choice Steady Grip Nail Clippers are specially designed with curved cutting edges to easily trim nails closely. New ergonomic design allows for ease of use and comfortable grip.,,,,,,,19.38 x 9.22 x 2.54cm,19.38,9.22,2.54,2,sf1_base,1
15551,Safety 1st,Advanced Solutions - Electronic Nasal Aspirator,Infant Health,/infant-health/advanced-solutions--electronic-nasal-aspirator,34.95,0.23,,An electronic nasal aspirator for your baby's quick and gently relief from congestion.,"Give your baby quick and gentle relief from congestion with the advanced solutions electronic nasal aspirator. The electronic function means no need to reposition the aspirator multiple times making the process easier for both you and your baby. The aspirator includes 4 soft and hygienic silicone tips. Contoured shape of aspirator body is easy to hold and the soft silicone tips can be easily sterilized. Quietly and efficiently removes excess mucus and the clear reservoir lets you know it's working. Auto shut off means aspirator stops when you want it to, while also preserving battery life.",,,/advanced-solutions-electronic-nasal-aspirator-safety-1st-015551-1200x1200.jpg,/advanced-solutions-electronic-nasal-aspirator-safety-1st-015551-450x450.jpg,/advanced-solutions-electronic-nasal-aspirator-safety-1st-015551-120x120.jpg,,19.69 x 9.4 x 6.1cm,19.69,9.4,6.1,1,sf1_base,1
12654,Safety 1st,1st Digital Thermometer,Infant Health,/infant-health/1st-digital-thermometer,12.99,0.05,,A digital thermometer for your newborn child.,,"For oral, rectal or underarm use
Flexible tip for comfort
40 second rectal reading
60 second oral and underarm reading
Automatic memory recall of last reading
Visual indicator that measurement is complete
Auto shut-off
Storage cover",,/digital-thermometer-safety-1st-012654-1200x1200.jpg,/digital-thermometer-safety-1st-012654-450x450.jpg,/digital-thermometer-safety-1st-012654-120x120.jpg,,14.2 x 9.2 x 1.9cm,14.2,9.2,1.9,1,sf1_base,1
14510,Safety 1st,1st Digital Thermometer,Infant Health,/infant-health/1st-digital-thermometer-pink,12.99,0.05,,A digital thermometer for your newborn child.,,"For oral, rectal or underarm use
  Flexible tip for comfort
  40 second rectal reading
  60 second oral and underarm reading
  Automatic memory recall of last reading
  Visual indicator that measurement is complete
  Auto shut-off
  Storage cover",,/digital-thermometer-1st-digital-safety-firtst-014510-1200x1200.jpg,/digital-thermometer-1st-digital-safety-firtst-014510-450x450.jpg,/digital-thermometer-1st-digital-safety-firtst-014510-120x120.jpg,Pink,14.2 x 9.2 x 1.9cm,14.2,9.2,1.9,1,sf1_base,1
12637,Safety 1st,Feverflash 1 Second Thermometer,Infant Health,/infant-health/feverflash-1-second-thermometer,52.99,0.17,,Fast reading thermometer.,"When it comes to your baby's health, you want fast and accurate information. The Safety 1st Fever Light 1-Second Ear Thermometer provides exactly that. With a large digital display and our Fever Light bar that lights up when children have a fever, you'll know right away if your child's temperature has risen above normal. The thermometer also features a handy memory recall to help you keep track of the past 12 readings.",,,/fever-flash-ear-thermometer-M&B-Award-safety-1st-012637-1200x1200.jpg,/fever-flash-ear-thermometer-M&B-Award-safety-1st-012637-450x450.jpg,/fever-flash-ear-thermometer-M&B-Award-safety-1st-012637-120x120.jpg,,19.7 x 13.9 x 5.7cm,19.7,13.9,5.7,1,sf1_base,1
16915,Safety 1st,Welcome Baby Nursery Collection,Infant Health,/infant-health/welcome-baby-nursery-collection,49.99,1.14,,Fantastic all in one kit.,Combines essential baby care items neatly in a quick trip nappy bag.,,,/welcome-baby-kit-artic-seville-safety-1st-016915-1200x1200.jpg,/welcome-baby-kit-artic-seville-safety-1st-016915-450x450.jpg,/welcome-baby-kit-artic-seville-safety-1st-016915-120x120.jpg,,23 x 37 x 14.5cm,23,37,14.5,1,sf1_base,1
16914,Safety 1st,Complete Grooming Kit,Infant Health,/infant-health/complete-grooming-kit,22.99,0.42,,Fantastic all in one kit.,This 18 piece Complete Grooming Kit combines all of the essential home infant grooming items neatly in a wrapping clutch case. Suitable from Newborn+.,,,/complete-grooming-kit-artic-sevillesafety-1st-016914-1200x1200-1.jpg,/complete-grooming-kit-artic-sevillesafety-1st-016914-450x450-1.jpg,/complete-grooming-kit-artic-sevillesafety-1st-016914-120x120-1.jpg,,23.19 x 21.59 x 6.35cm,23.19,21.59,6.35,1,sf1_base,1
16913,Safety 1st,Complete Healthcare Kit,Infant Health,/infant-health/complete-healthcare-kit,29.99,0.35,,Fantastic all in one kit.,All of the essential home infant healthcare items neatly in a wrapping clutch case,,,/complete-healthcare-kit-artic-seville-closed-safety-1st-016913-1200x1200.jpg,/complete-healthcare-kit-artic-seville-closed-safety-1st-016913-450x450.jpg,/complete-healthcare-kit-artic-seville-closed-safety-1st-016913-120x120.jpg,,22.86 x 21.59 x 6.35cm,22.86,21.59,6.35,1,sf1_base,1
16539,Safety 1st,Sleepy Baby Clippers,Infant Health,/infant-health/sleepy-baby-clippers,9.99,0.09,,,,,,/sleepy-baby-clippers-product-light-safety-1st-016539-1200x1200.jpg,/sleepy-baby-clippers-product-light-safety-1st-016539-450x450.jpg,/sleepy-baby-clippers-product-light-safety-1st-016539-120x120.jpg,,19.38 x 9.22 x 2.54cm,19.38,9.22,2.54,1,sf1_base,1
16543,Safety 1st,Fingertip Toothbrush & Case,Infant Health,/infant-health/fingertip-toothbrush-and-case,3.99,0.05,,New gums and teeth need specialist care before normal toothbrushing is commenced. This Kit is the perfect first step.,Good oral hygiene starts before those first teeth emerge. The Fingertip Toothbrush by Safety 1st makes it easy to massage your baby's gums and brush those first teeth. The included case helps you keep the toothbrush clean and ready for use.,,,/fingertip-toothbrush&case-safety-1st-016543-1200x1200-.jpg,/fingertip-toothbrush&case-safety-1st-016543-450x450-.jpg,/fingertip-toothbrush&case-safety-1st-016543-120x120-.jpg,,14.3 x 9.22 x 3.81cm,14.3,9.22,3.81,1,sf1_base,1
16542,Safety 1st,Emery Boards & Case (10 Pack),Infant Health,/infant-health/10-pkt-emery-boards-and-case,3.99,0.02,,,,,,/emery-board&travel-case-safety-1st-016542-1200x1200.jpg,/emery-board&travel-case-safety-1st-016542-450x450.jpg,/emery-board&travel-case-safety-1st-016542-120x120.jpg,,14.3 x 9.22 x 0.64cm,14.3,9.22,0.64,1,sf1_base,1
16540,Safety 1st,3 Piece Oral Grow With Me Kit,Infant Health,/infant-health/3-piece-oral-grow-with-me-kit,7.99,0.09,,All in one to help make the transition to adult toothbrush easier.,"Start a lifetime of good dental care early with a Grow-With-Me Oral Care Set from Safety 1st. This grow along kit covers infant and toddler needs. Start with a fingertip toothbrush that is great for softly stimulating gums during teething which includes a case for storage. The toddler toothbrush is designed with an chunky handle, making it easy for little hands to get a good grip.",,,/3-piece-oral-grow-with-me-kit-package-safety-1st-016540-1200x1200.jpg,/3-piece-oral-grow-with-me-kit-package-safety-1st-016540-450x450.jpg,/3-piece-oral-grow-with-me-kit-package-safety-1st-016540-120x120.jpg,,19.38 x 9.22 x 3.81cm,19.38,9.22,3.81,1,sf1_base,1
16541,Safety 1st,Basic Brush & Comb,Infant Health,/infant-health/basic-brush-and-comb,2.99,0.06,,,,,,,,,,19.38 x 9.22 x 5.72cm,19.38,9.22,5.72,2,sf1_base,1
16556,Safety 1st,Baby Care Basics,Infant Health,/infant-health/baby-care-basics,9.99,0.13,,The must have kit for baby care.,"Get four essential items to care for your baby in one convenient package with Baby Care Basics by Safety 1st. The brush with soft bristles and fine-tooth comb help tame unruly hair. The fold up nail clippers are sized just right for your child's smaller nails. The nasal aspirator features a small, flexible tip making it comfortable for your baby. These are four basics no nursery or diaper bag should be without.","4 Essentials for bringing baby home
  Baby's 1st brush & comb
  Fold-up nail clippers
  Nasal aspirator",,,,,,19.38 x 14.3 x 6.35cm,19.38,14.3,6.35,2,sf1_base,1
14912,Safety 1st,Wanderer Bassinette,Accessories,/accessories/wanderer-bassinette,189.00,1,,,Stylish and comfortable portable bassinettedesigned for babys comfort.,,,/bassinette-wanderer-bassinette-safety-1st-014912-1200x1200.jpg,/bassinette-wanderer-bassinette-safety-1st-014912-450x450.jpg,/bassinette-wanderer-bassinette-safety-1st-014912-120x120.jpg,Black,,,,,1,sf1_base,1
15607,Safety 1st,Envy Stroller,Prams,/prams/envy-stroller,629.00,1,,Multi-position reclining strolleroffering comfort for baby and parents,The Safety 1st Envy Stroller is a multi-function stroller with a series of optional accessories to convert your Safety 1st Envy from a single to a double stroller or a complete travel system.,,,,,,Bold Black,,,,,2,sf1_base,1
16916,Safety 1st,Visto,Prams,/prams/visto,499.00,1,,"The Visto 4-Wheel Stroller is our vote for a feature packed, stylish stroller. The ultimate newborn travel stroller, the Visto is lightweight and features a compact fold, perfect for smaller vehicles. Other features include a fully reclinable seat for a newborn, height adjustable handle bar, lockable front wheels, linked one-foot brake, an extendable sun canopy with breathable mesh insert and viewing window. Parents will love the extra large shopping basket, and reversible seat liner, that allows you to change your Visto, depending on your mood.The Visto 4 is compatible with Maxi Cosi capsules (adaptors sold separately) and can be used from birth to approximately 4 years (17kg).","The Visto 4-Wheel Stroller is our vote for a feature packed, stylish stroller. The ultimate newborn travel stroller, the Visto is lightweight and features a compact fold, perfect for smaller vehicles. Other features include a fully reclinable seat for a newborn, height adjustable handle bar, lockable front wheels, linked one-foot brake, an extendable sun canopy with breathable mesh insert and viewing window. Parents will love the extra large shopping basket, and reversible seat liner, that allows you to change your Visto, depending on your mood.The Visto 4 is compatible with Maxi Cosi capsules (adaptors sold separately) and can be used from birth to approximately 4 years (17kg).Available in 3 colours - Dusk Grey, Sunset Red and Horizon Blue.",,,/visto-4-wheel-stroller-horizon-blue-3qtr-safety-1st-016916-1200x1200.jpg,/visto-4-wheel-stroller-horizon-blue-3qtr-safety-1st-016916-450x450.jpg,/visto-4-wheel-stroller-horizon-blue-3qtr-safety-1st-016916-120x120.jpg,Horizon Blue,,,,,1,sf1_base,1
16917,Safety 1st,Visto,Prams,/prams/visto,499.00,1,,"The Visto 4-Wheel Stroller is our vote for a feature packed, stylish stroller. The ultimate newborn travel stroller, the Visto is lightweight and features a compact fold, perfect for smaller vehicles. Other features include a fully reclinable seat for a newborn, height adjustable handle bar, lockable front wheels, linked one-foot brake, an extendable sun canopy with breathable mesh insert and viewing window. Parents will love the extra large shopping basket, and reversible seat liner, that allows you to change your Visto, depending on your mood.The Visto 4 is compatible with Maxi Cosi capsules (adaptors sold separately) and can be used from birth to approximately 4 years (17kg).",,,,,,,Sunset Red,,,,,2,sf1_base,1
16918,Safety 1st,Visto,Prams,/prams/visto,499.00,1,,"The Visto 4-Wheel Stroller is our vote for a feature packed, stylish stroller. The ultimate newborn travel stroller, the Visto is lightweight and features a compact fold, perfect for smaller vehicles. Other features include a fully reclinable seat for a newborn, height adjustable handle bar, lockable front wheels, linked one-foot brake, an extendable sun canopy with breathable mesh insert and viewing window. Parents will love the extra large shopping basket, and reversible seat liner, that allows you to change your Visto, depending on your mood.The Visto 4 is compatible with Maxi Cosi capsules (adaptors sold separately) and can be used from birth to approximately 4 years (17kg).",,,,,,,Dusk Grey,,,,,2,sf1_base,1
17003,Safety 1st,Wanderer X,Prams,/prams/wanderer-x,549.00,1,,"TheSafety 1st Wanderer Xis the ultimate all terrain 3 Wheel Stroller. With maintenance free, Never Flat tyres, rear wheel suspension, travel system compatibility with the Maxi-Cosi infant carriers, and our NEW Natural Antibacterial Protection theWanderer X is designed for tackling all surfaces from city streets to bush tracks, with ease.","TheSafety 1st Wanderer Xis the ultimate all terrain 3 Wheel Stroller. With maintenance free, Never Flat tyres, rear wheel suspension, travel system compatibility with the Maxi-Cosi infant carriers, and our NEW Natural Antibacterial Protection theWanderer X is designed for tackling all surfaces from city streets to bush tracks, with ease.",,,/wanderer-x-3-wheel-stroller-blue-horizon-3qtr-safety-1st-017003-1200x1200.jpg,/wanderer-x-3-wheel-stroller-blue-horizon-3qtr-safety-1st-017003-450x450.jpg,/wanderer-x-3-wheel-stroller-blue-horizon-3qtr-safety-1st-017003-120x120.jpg,Horizon Blue,,,,,1,sf1_base,1
17002,Safety 1st,Wanderer X,Prams,/prams/wanderer-x,549.00,1,,"TheSafety 1st Wanderer Xis the ultimate all terrain 3 Wheel Stroller. With maintenance free, Never Flat tyres, rear wheel suspension, travel system compatibility with the Maxi-Cosi infant carriers, and our NEW Natural Antibacterial Protection theWanderer X is designed for tackling all surfaces from city streets to bush tracks, with ease.",,,,,,,Dusk Grey,,,,,2,sf1_base,1
14398,Safety 1st,Child Restraint Extension Strap 300mm,Travel Safety,/travel-safety/child-restraint-extension-strap-300mm,19.99,0.1,,Extension strap to extend the life of your Safety 1st product.,Lengthens upper anchorage strap when additional length is required to connect to anchor point.,,,,,,,14 x 8 x 3cm,14,8,3,2,sf1_base,1
14399,Safety 1st,Child Restraint Extension Strap 600mm,Travel Safety,/travel-safety/child-restraint-extension-strap-600mm,19.99,0.1,,Extension strap to extend the life of your Safety 1st product.,Lengthens upper anchorage strap when additional length is required to connect to anchor point.,,,,,,,14 x 8 x 3cm,14,8,3,2,sf1_base,1
14401,Safety 1st,Child Restraint Locking Clip,Travel Safety,/travel-safety/child-restraint-locking-clip,7.99,0.04,,Handy clip to stop undesired seatbelt adjustment.,"Used to join the lap and sash on an adult seatbelt together to convert seatbelt to lap belt. Prevents the seatbelt slipping, loosening or tightening when fed through the child restraint.",,,/belt-converter-safety-1st-014401-1200x1200.jpg,/belt-converter-safety-1st-014401-450x450.jpg,/belt-converter-safety-1st-014401-120x120.jpg,,14 x 8 x 3cm,14,8,3,1,sf1_base,1
7830,Safety 1st,Complete Coverage Deluxe Roller Shade,Travel Safety,/travel-safety/complete-coverage-deluxe-roller-shade,8.99,0.27,,Keep baby cool and protected with this versatile deluxe roller shade.,This year round Roller Shade is designed to protect young children from the sun's dangerous rays. This durable shield may either be clipped onto a partially opened window or attached to a closed window with suction cups.,,,/complete-coverage-roller-shade-safety-1st-007830-1200x1200.jpg,/complete-coverage-roller-shade-safety-1st-007830-450x450.jpg,/complete-coverage-roller-shade-safety-1st-007830-120x120.jpg,,49.8 x 9.2 x 3.8cm,49.8,9.2,3.8,1,sf1_base,1
8261,Safety 1st,Baby On Board Sign,Travel Safety,/travel-safety/baby-on-board-sign-yellow,4.99,0.04,,The original baby on board sign!,"This original Baby on Board sign will encourage drivers to use caution when approaching cars with young passengers. Sign is clearly visible from distance, and adheres to any car window.",,,/baby-on-board-sign-yellow-safety-1st-008261-1200x1200.jpg,/baby-on-board-sign-yellow-safety-1st-008261-450x450.jpg,/baby-on-board-sign-yellow-safety-1st-008261-120x120.jpg,Yellow,19.4 x 14.3 x 0.96cm,19.4,14.3,0.96,1,sf1_base,1
13327,Safety 1st,Baby On Board Sign,Travel Safety,/travel-safety/baby-on-board-sign-pink,4.99,0.04,,The original baby on board sign!,"This original Baby on Board sign will encourage drivers to use caution when approaching cars with young passengers. Sign is clearly visible from distance, and adheres to any car window.",,,/baby-on-board-sign-pink-safety-1st-013327-1200x1200.jpg,/baby-on-board-sign-pink-safety-1st-013327-450x450.jpg,/baby-on-board-sign-pink-safety-1st-013327-120x120.jpg,Pink,19.4 x 14.3 x 0.96cm,19.4,14.3,0.96,1,sf1_base,1
13328,Safety 1st,Baby On Board Sign,Travel Safety,/travel-safety/baby-on-board-sign-blue,4.99,0.04,,The original baby on board sign!,"This original Baby on Board sign will encourage drivers to use caution when approaching cars with young passengers. Sign is clearly visible from distance, and adheres to any car window.",,,/baby-on-board-sign-blue-safety-1st-013328-1200x1200.jpg,/baby-on-board-sign-blue-safety-1st-013328-450x450.jpg,/baby-on-board-sign-blue-safety-1st-013328-120x120.jpg,Blue,19.4 x 14.3 x 0.96cm,19.4,14.3,0.96,1,sf1_base,1
8263,Safety 1st,Stroller Weather Shield,Travel Safety,/travel-safety/stroller-weather-shield,17.99,0.33,,Be prepared for a change in the weather with this easy to stow stroller weather shield.,The Safety 1st Stroller Weather Shield is a lightweight plastic cover that quickly and easily fits over all standard strollers to help keep children dry in the rain.,,,/complete-coverage-roller-shade-safety-1st-008263-1200x1200.jpg,/complete-coverage-roller-shade-safety-1st-008263-450x450.jpg,/complete-coverage-roller-shade-safety-1st-008263-120x120.jpg,,19.5 x 19.5 x 3.8cm,19.5,19.5,3.8,1,sf1_base,1
8264,Safety 1st,Front Or Back Baby View Mirror,Travel Safety,/travel-safety/front-or-back-baby-view-mirror,7.99,0.1,,A great way to keep you and your baby safe on the roads. Quick and easy swivel mount.,Keep an eye on baby while driving with the Front or Back Baby View Mirror The mirror securely suctions to the back or side car window and the unique swivel feature allows parents to make adjustments so that they can gain a clear view of babyâ€™s actions. The mirror will clip to the visor when baby is old enough to sit facing forward.,,,/front-or-back-baby-view-mirror-safety-1st-008264-1200x1200.jpg,/front-or-back-baby-view-mirror-safety-1st-008264-450x450.jpg,/front-or-back-baby-view-mirror-safety-1st-008264-120x120.jpg,,14.3 x 14.3 x 3.8cm,14.3,14.3,3.8,1,sf1_base,1
9955,Safety 1st,Safety Harness,Travel Safety,/travel-safety/safety-harness,13.99,0.15,,busy public places makes it easy for your tot to get disctracted or lost. The safety harness makes life easier when out and about.,"The Safety Harness is designed to keep tots close while shopping and travelling. It is made of soft, webbed material and adjusts to fit growing toddlers.",,,/safety-harness-safety-1st-009955-1200x1200.jpg,/safety-harness-safety-1st-009955-450x450.jpg,/safety-harness-safety-1st-009955-120x120.jpg,,14.3 x 14.3 x 5.08cm,14.3,14.3,5.08,1,sf1_base,1
10398,Safety 1st,Complete Coverage Deluxe Roller Shade (2 Pack),Travel Safety,/travel-safety/complete-coverage-deluxe-roller-shade-2-pack,14.99,0.42,,Keep baby cool and protected with this versatile deluxe roller shade.,This year round Roller Shade is designed to protect young children from the sun's dangerous rays. This durable shield may either be clipped onto a partially opened window or attached to a closed window with suction cups.,,,,,,,50.5 x 9.2 x 5.7cm,50.5,9.2,5.7,2,sf1_base,1
13326,Safety 1st,Deluxe Roller Shade (Assorted Designs),Travel Safety,/travel-safety/deluxe-roller-shade-assorted-designs,10.99,0.19,,Keep baby cool and protected with this versatile deluxe roller shade.,This year round Roller Shade is designed to protect young children from the sun's dangerous rays. This durable shield may either be clipped onto a partially opened window or attached to a closed window with suction cups.,,,/deluxe-roller-shade-assorted-patterns-safety-1st-013326-1-1200x1200.jpg,/deluxe-roller-shade-assorted-patterns-safety-1st-013326-1-450x450.jpg,/deluxe-roller-shade-assorted-patterns-safety-1st-013326-1-120x120.jpg,,50.5 x 9.2 x 3.8cm,50.5,9.2,3.8,1,sf1_base,1
14795,Safety 1st,Organiser Clip,Travel Safety,/travel-safety/organiser-clip,11.99,0.12,,"Strong, easy to use carabiner clip with padding","The Organiser Clip is perfect for shopping trolleys. To collect all your parcels on one clip. Simply open, hook it on and you're ready to go!",,,/orgainiser-clip-safety-first-014795-1200x1200.jpg,/orgainiser-clip-safety-first-014795-450x450.jpg,/orgainiser-clip-safety-first-014795-120x120.jpg,,19.2 x 14.3 x 2.5cm,19.2,14.3,2.5,1,sf1_base,1
16538,Safety 1st,Complete Coverage Super Roller Shade,Travel Safety,/travel-safety/complete-coverage-super-roller-shade,12.99,0.42,,,,,,,,,,57.15 x 9.22 x 3.18cm,57.15,9.22,3.18,2,sf1_base,1